cat_title,v_order,v_position,poem_text,poet_name,poem_id
غزل,3,0,اگر از بهر دل زاهد خودبین بستند,حافظ,281
غزل,4,1,دل قوی دار که از بهر خدا بگشایند,حافظ,281
غزل,5,0,به صفای دل رندان صبوحی زدگان,حافظ,281
غزل,6,1,بس در بسته به مفتاح دعا بگشایند,حافظ,281
غزل,7,0,نامه تعزیت دختر رز بنویسید,حافظ,281
غزل,8,1,تا همه مغبچگان زلف دوتا بگشایند,حافظ,281
غزل,9,0,گیسوی چنگ ببرید به مرگ می ناب,حافظ,281
غزل,10,1,تا حریفان همه خون از مژه‌ها بگشایند,حافظ,281
غزل,11,0,در میخانه ببستند خدایا مپسند,حافظ,281
غزل,12,1,که در خانه تزویر و ریا بگشایند,حافظ,281
غزل,13,0,حافظ این خرقه که داری تو ببینی فردا,حافظ,281
غزل,14,1,که چه زنار ز زیرش به دغا بگشایند,حافظ,281
غزل,1,0,سال‌ها دفتر ما در گرو صهبا بود,حافظ,282
غزل,2,1,رونق میکده از درس و دعای ما بود,حافظ,282
غزل,3,0,نیکی پیر مغان بین که چو ما بدمستان,حافظ,282
غزل,4,1,هر چه کردیم به چشم کرمش زیبا بود,حافظ,282
غزل,5,0,دفتر دانش ما جمله بشویید به می,حافظ,282
غزل,6,1,که فلک دیدم و در قصد دل دانا بود,حافظ,282
غزل,7,0,از بتان آن طلب ار حسن شناسی ای دل,حافظ,282
غزل,8,1,کاین کسی گفت که در علم نظر بینا بود,حافظ,282
غزل,9,0,دل چو پرگار به هر سو دورانی می‌کرد,حافظ,282
غزل,10,1,و اندر آن دایره سرگشته پابرجا بود,حافظ,282
غزل,11,0,مطرب از درد محبت عملی می‌پرداخت,حافظ,282
غزل,12,1,که حکیمان جهان را مژه خون پالا بود,حافظ,282
غزل,13,0,می‌شکفتم ز طرب زان که چو گل بر لب جوی,حافظ,282
غزل,14,1,بر سرم سایه آن سرو سهی بالا بود,حافظ,282
غزل,15,0,پیر گلرنگ من اندر حق ازرق پوشان,حافظ,282
غزل,16,1,رخصت خبث نداد ار نه حکایت‌ها بود,حافظ,282
غزل,17,0,قلب اندوده حافظ بر او خرج نشد,حافظ,282
غزل,18,1,کاین معامل به همه عیب نهان بینا بود,حافظ,282
غزل,1,0,یاد باد آن که نهانت نظری با ما بود,حافظ,283
غزل,2,1,رقم مهر تو بر چهره ما پیدا بود,حافظ,283
غزل,3,0,یاد باد آن که چو چشمت به عتابم می‌کشت,حافظ,283
غزل,4,1,معجز عیسویت در لب شکرخا بود,حافظ,283
غزل,5,0,یاد باد آن که صبوحی زده در مجلس انس,حافظ,283
غزل,6,1,جز من و یار نبودیم و خدا با ما بود,حافظ,283
غزل,7,0,یاد باد آن که رخت شمع طرب می‌افروخت,حافظ,283
غزل,8,1,وین دل سوخته پروانه ناپروا بود,حافظ,283
غزل,9,0,یاد باد آن که در آن بزمگه خلق و ادب,حافظ,283
غزل,10,1,آن که او خنده مستانه زدی صهبا بود,حافظ,283
غزل,11,0,یاد باد آن که چو یاقوت قدح خنده زدی,حافظ,283
غزل,12,1,در میان من و لعل تو حکایت‌ها بود,حافظ,283
غزل,13,0,یاد باد آن که نگارم چو کمر بربستی,حافظ,283
غزل,14,1,در رکابش مه نو پیک جهان پیما بود,حافظ,283
غزل,15,0,یاد باد آن که خرابات نشین بودم و مست,حافظ,283
غزل,16,1,وآنچه در مسجدم امروز کم است آنجا بود,حافظ,283
غزل,17,0,یاد باد آن که به اصلاح شما می‌شد راست,حافظ,283
غزل,18,1,نظم هر گوهر ناسفته که حافظ را بود,حافظ,283
غزل,1,0,تا ز میخانه و می نام و نشان خواهد بود,حافظ,284
غزل,2,1,سر ما خاک ره پیر مغان خواهد بود,حافظ,284
غزل,3,0,حلقه پیر مغان از ازلم در گوش است,حافظ,284
غزل,4,1,بر همانیم که بودیم و همان خواهد بود,حافظ,284
غزل,5,0,بر سر تربت ما چون گذری همت خواه,حافظ,284
غزل,6,1,که زیارتگه رندان جهان خواهد بود,حافظ,284
غزل,7,0,برو ای زاهد خودبین که ز چشم من و تو,حافظ,284
غزل,8,1,راز این پرده نهان است و نهان خواهد بود,حافظ,284
غزل,9,0,ترک عاشق کش من مست برون رفت امروز,حافظ,284
غزل,10,1,تا دگر خون که از دیده روان خواهد بود,حافظ,284
غزل,11,0,چشمم آن دم که ز شوق تو نهد سر به لحد,حافظ,284
غزل,12,1,تا دم صبح قیامت نگران خواهد بود,حافظ,284
غزل,13,0,بخت حافظ گر از این گونه مدد خواهد کرد,حافظ,284
غزل,14,1,زلف معشوقه به دست دگران خواهد بود,حافظ,284
غزل,1,0,یاد باد آن که سر کوی توام منزل بود,حافظ,286
غزل,2,1,دیده را روشنی از خاک درت حاصل بود,حافظ,286
غزل,3,0,راست چون سوسن و گل از اثر صحبت پاک,حافظ,286
غزل,4,1,بر زبان بود مرا آن چه تو را در دل بود,حافظ,286
غزل,5,0,دل چو از پیر خرد نقل معانی می‌کرد,حافظ,286
غزل,6,1,عشق می‌گفت به شرح آن چه بر او مشکل بود,حافظ,286
غزل,7,0,آه از آن جور و تطاول که در این دامگه است,حافظ,286
غزل,8,1,آه از آن سوز و نیازی که در آن محفل بود,حافظ,286
غزل,9,0,در دلم بود که بی دوست نباشم هرگز,حافظ,286
غزل,10,1,چه توان کرد که سعی من و دل باطل بود,حافظ,286
غزل,11,0,دوش بر یاد حریفان به خرابات شدم,حافظ,286
غزل,12,1,خم می دیدم خون در دل و پا در گل بود,حافظ,286
غزل,13,0,بس بگشتم که بپرسم سبب درد فراق,حافظ,286
غزل,14,1,مفتی عقل در این مسئله لایعقل بود,حافظ,286
غزل,15,0,راستی خاتم فیروزه بواسحاقی,حافظ,286
غزل,16,1,خوش درخشید ولی دولت مستعجل بود,حافظ,286
غزل,17,0,دیدی آن قهقهه کبک خرامان حافظ,حافظ,286
غزل,18,1,که ز سرپنجه شاهین قضا غافل بود,حافظ,286
غزل,1,0,خستگان را چو طلب باشد و قوت نبود,حافظ,287
غزل,2,1,گر تو بیداد کنی شرط مروت نبود,حافظ,287
غزل,3,0,ما جفا از تو ندیدیم و تو خود نپسندی,حافظ,287
غزل,4,1,آنچه در مذهب ارباب طریقت نبود,حافظ,287
غزل,5,0,خیره آن دیده که آبش نبرد گریه عشق,حافظ,287
غزل,6,1,تیره آن دل که در او شمع محبت نبود,حافظ,287
غزل,7,0,دولت از مرغ همایون طلب و سایه او,حافظ,287
غزل,8,1,زان که با زاغ و زغن شهپر دولت نبود,حافظ,287
غزل,9,0,گر مدد خواستم از پیر مغان عیب مکن,حافظ,287
غزل,10,1,شیخ ما گفت که در صومعه همت نبود,حافظ,287
غزل,11,0,چون طهارت نبود کعبه و بتخانه یکیست,حافظ,287
غزل,12,1,نبود خیر در آن خانه که عصمت نبود,حافظ,287
غزل,13,0,حافظا علم و ادب ورز که در مجلس شاه,حافظ,287
غزل,14,1,هر که را نیست ادب لایق صحبت نبود,حافظ,287
غزل,1,0,قتل این خسته به شمشیر تو تقدیر نبود,حافظ,288
غزل,2,1,ور نه هیچ از دل بی‌رحم تو تقصیر نبود,حافظ,288
غزل,3,0,من دیوانه چو زلف تو رها می‌کردم,حافظ,288
غزل,4,1,هیچ لایق‌ترم از حلقه زنجیر نبود,حافظ,288
غزل,5,0,یا رب این آینه حسن چه جوهر دارد,حافظ,288
غزل,6,1,که در او آه مرا قوت تأثیر نبود,حافظ,288
غزل,7,0,سر ز حسرت به در میکده‌ها برکردم,حافظ,288
غزل,8,1,چون شناسای تو در صومعه یک پیر نبود,حافظ,288
غزل,9,0,نازنین‌تر ز قدت در چمن ناز نرست,حافظ,288
غزل,10,1,خوش‌تر از نقش تو در عالم تصویر نبود,حافظ,288
غزل,11,0,تا مگر همچو صبا باز به کوی تو رسم,حافظ,288
غزل,12,1,حاصلم دوش به جز ناله شبگیر نبود,حافظ,288
غزل,13,0,آن کشیدم ز تو ای آتش هجران که چو شمع,حافظ,288
غزل,14,1,جز فنای خودم از دست تو تدبیر نبود,حافظ,288
غزل,15,0,آیتی بود عذاب انده حافظ بی تو,حافظ,288
غزل,16,1,که بر هیچ کسش حاجت تفسیر نبود,حافظ,288
غزل,1,0,دوش در حلقه ما قصه گیسوی تو بود,حافظ,289
غزل,2,1,تا دل شب سخن از سلسله موی تو بود,حافظ,289
غزل,3,0,دل که از ناوک مژگان تو در خون می‌گشت,حافظ,289
غزل,4,1,باز مشتاق کمانخانه ابروی تو بود,حافظ,289
غزل,5,0,هم عفاالله صبا کز تو پیامی می‌داد,حافظ,289
غزل,6,1,ور نه در کس نرسیدیم که از کوی تو بود,حافظ,289
غزل,7,0,عالم از شور و شر عشق خبر هیچ نداشت,حافظ,289
غزل,8,1,فتنه انگیز جهان غمزه جادوی تو بود,حافظ,289
غزل,9,0,من سرگشته هم از اهل سلامت بودم,حافظ,289
غزل,10,1,دام راهم شکن طره هندوی تو بود,حافظ,289
غزل,11,0,بگشا بند قبا تا بگشاید دل من,حافظ,289
غزل,12,1,که گشادی که مرا بود ز پهلوی تو بود,حافظ,289
غزل,13,0,به وفای تو که بر تربت حافظ بگذر,حافظ,289
غزل,14,1,کز جهان می‌شد و در آرزوی روی تو بود,حافظ,289
غزل,1,0,دوش می‌آمد و رخساره برافروخته بود,حافظ,290
غزل,2,1,تا کجا باز دل غمزده‌ای سوخته بود,حافظ,290
غزل,3,0,رسم عاشق کشی و شیوه شهرآشوبی,حافظ,290
غزل,4,1,جامه‌ای بود که بر قامت او دوخته بود,حافظ,290
غزل,5,0,جان عشاق سپند رخ خود می‌دانست,حافظ,290
غزل,6,1,و آتش چهره بدین کار برافروخته بود,حافظ,290
غزل,7,0,گر چه می‌گفت که زارت بکشم می‌دیدم,حافظ,290
غزل,8,1,که نهانش نظری با من دلسوخته بود,حافظ,290
غزل,9,0,کفر زلفش ره دین می‌زد و آن سنگین دل,حافظ,290
غزل,10,1,در پی اش مشعلی از چهره برافروخته بود,حافظ,290
غزل,11,0,دل بسی خون به کف آورد ولی دیده بریخت,حافظ,290
غزل,12,1,الله الله که تلف کرد و که اندوخته بود,حافظ,290
غزل,13,0,یار مفروش به دنیا که بسی سود نکرد,حافظ,290
غزل,14,1,آن که یوسف به زر ناسره بفروخته بود,حافظ,290
غزل,15,0,گفت و خوش گفت برو خرقه بسوزان حافظ,حافظ,290
غزل,16,1,یا رب این قلب شناسی ز که آموخته بود,حافظ,290
غزل,1,0,یک دو جامم دی سحرگه اتفاق افتاده بود,حافظ,291
غزل,2,1,وز لب ساقی شرابم در مذاق افتاده بود,حافظ,291
غزل,3,0,از سر مستی دگر با شاهد عهد شباب,حافظ,291
غزل,4,1,رجعتی می‌خواستم لیکن طلاق افتاده بود,حافظ,291
غزل,5,0,در مقامات طریقت هر کجا کردیم سیر,حافظ,291
غزل,6,1,عافیت را با نظربازی فراق افتاده بود,حافظ,291
غزل,7,0,ساقیا جام دمادم ده که در سیر طریق,حافظ,291
غزل,8,1,هر که عاشق وش نیامد در نفاق افتاده بود,حافظ,291
غزل,9,0,ای معبر مژده‌ای فرما که دوشم آفتاب,حافظ,291
غزل,10,1,در شکرخواب صبوحی هم وثاق افتاده بود,حافظ,291
غزل,11,0,نقش می‌بستم که گیرم گوشه‌ای زان چشم مست,حافظ,291
غزل,12,1,طاقت و صبر از خم ابروش طاق افتاده بود,حافظ,291
غزل,13,0,گر نکردی نصرت دین شاه یحیی از کرم,حافظ,291
غزل,14,1,کار ملک و دین ز نظم و اتساق افتاده بود,حافظ,291
غزل,15,0,حافظ آن ساعت که این نظم پریشان می‌نوشت,حافظ,291
غزل,16,1,طایر فکرش به دام اشتیاق افتاده بود,حافظ,291
غزل,1,0,گوهر مخزن اسرار همان است که بود,حافظ,292
غزل,2,1,حقه مهر بدان مهر و نشان است که بود,حافظ,292
غزل,3,0,عاشقان زمره ارباب امانت باشند,حافظ,292
غزل,4,1,لاجرم چشم گهربار همان است که بود,حافظ,292
غزل,5,0,از صبا پرس که ما را همه شب تا دم صبح,حافظ,292
غزل,6,1,بوی زلف تو همان مونس جان است که بود,حافظ,292
غزل,7,0,طالب لعل و گهر نیست وگرنه خورشید,حافظ,292
غزل,8,1,همچنان در عمل معدن و کان است که بود,حافظ,292
غزل,9,0,کشته غمزه خود را به زیارت دریاب,حافظ,292
غزل,10,1,زان که بیچاره همان دل‌نگران است که بود,حافظ,292
غزل,11,0,رنگ خون دل ما را که نهان می‌داری,حافظ,292
غزل,12,1,همچنان در لب لعل تو عیان است که بود,حافظ,292
غزل,13,0,زلف هندوی تو گفتم که دگر ره نزند,حافظ,292
غزل,14,1,سال‌ها رفت و بدان سیرت و سان است که بود,حافظ,292
غزل,15,0,حافظا بازنما قصه خونابه چشم,حافظ,292
غزل,16,1,که بر این چشمه همان آب روان است که بود,حافظ,292
غزل,1,0,دیدم به خواب خوش که به دستم پیاله بود,حافظ,293
غزل,2,1,تعبیر رفت و کار به دولت حواله بود,حافظ,293
غزل,3,0,چل سال رنج و غصه کشیدیم و عاقبت,حافظ,293
غزل,4,1,تدبیر ما به دست شراب دوساله بود,حافظ,293
غزل,5,0,آن نافه مراد که می‌خواستم ز بخت,حافظ,293
غزل,6,1,در چین زلف آن بت مشکین کلاله بود,حافظ,293
غزل,7,0,از دست برده بود خمار غمم سحر,حافظ,293
غزل,8,1,دولت مساعد آمد و می در پیاله بود,حافظ,293
غزل,9,0,بر آستان میکده خون می‌خورم مدام,حافظ,293
غزل,10,1,روزی ما ز خوان قدر این نواله بود,حافظ,293
غزل,11,0,هر کو نکاشت مهر و ز خوبی گلی نچید,حافظ,293
غزل,12,1,در رهگذار باد نگهبان لاله بود,حافظ,293
غزل,13,0,بر طرف گلشنم گذر افتاد وقت صبح,حافظ,293
غزل,14,1,آن دم که کار مرغ سحر آه و ناله بود,حافظ,293
غزل,15,0,دیدیم شعر دلکش حافظ به مدح شاه,حافظ,293
غزل,16,1,یک بیت از این قصیده به از صد رساله بود,حافظ,293
غزل,17,0,آن شاه تندحمله که خورشید شیرگیر,حافظ,293
غزل,18,1,پیشش به روز معرکه کمتر غزاله بود,حافظ,293
غزل,1,0,به کوی میکده یا رب سحر چه مشغله بود,حافظ,294
غزل,2,1,که جوش شاهد و ساقی و شمع و مشعله بود,حافظ,294
غزل,3,0,حدیث عشق که از حرف و صوت مستغنیست,حافظ,294
غزل,4,1,به ناله دف و نی در خروش و ولوله بود,حافظ,294
غزل,5,0,مباحثی که در آن مجلس جنون می‌رفت,حافظ,294
غزل,6,1,ورای مدرسه و قال و قیل مسئله بود,حافظ,294
غزل,7,0,دل از کرشمه ساقی به شکر بود ولی,حافظ,294
غزل,8,1,ز نامساعدی بختش اندکی گله بود,حافظ,294
غزل,9,0,قیاس کردم و آن چشم جادوانه مست,حافظ,294
غزل,10,1,هزار ساحر چون سامریش در گله بود,حافظ,294
غزل,11,0,بگفتمش به لبم بوسه‌ای حوالت کن,حافظ,294
غزل,12,1,به خنده گفت کی ات با من این معامله بود,حافظ,294
غزل,13,0,ز اخترم نظری سعد در ره است که دوش,حافظ,294
غزل,14,1,میان ماه و رخ یار من مقابله بود,حافظ,294
غزل,15,0,دهان یار که درمان درد حافظ داشت,حافظ,294
غزل,16,1,فغان که وقت مروت چه تنگ حوصله بود,حافظ,294
غزل,1,0,آن یار کز او خانه ما جای پری بود,حافظ,295
غزل,2,1,سر تا قدمش چون پری از عیب بری بود,حافظ,295
غزل,3,0,دل گفت فروکش کنم این شهر به بویش,حافظ,295
غزل,4,1,بیچاره ندانست که یارش سفری بود,حافظ,295
غزل,5,0,تنها نه ز راز دل من پرده برافتاد,حافظ,295
غزل,6,1,تا بود فلک شیوه او پرده دری بود,حافظ,295
غزل,7,0,منظور خردمند من آن ماه که او را,حافظ,295
غزل,8,1,با حسن ادب شیوه صاحب نظری بود,حافظ,295
غزل,9,0,از چنگ منش اختر بدمهر به در برد,حافظ,295
غزل,10,1,آری چه کنم دولت دور قمری بود,حافظ,295
غزل,11,0,عذری بنه ای دل که تو درویشی و او را,حافظ,295
غزل,12,1,در مملکت حسن سر تاجوری بود,حافظ,295
غزل,13,0,اوقات خوش آن بود که با دوست به سر رفت,حافظ,295
غزل,14,1,باقی همه بی‌حاصلی و بی‌خبری بود,حافظ,295
غزل,15,0,خوش بود لب آب و گل و سبزه و نسرین,حافظ,295
غزل,16,1,افسوس که آن گنج روان رهگذری بود,حافظ,295
غزل,17,0,خود را بکش ای بلبل از این رشک که گل را,حافظ,295
غزل,18,1,با باد صبا وقت سحر جلوه گری بود,حافظ,295
غزل,19,0,هر گنج سعادت که خدا داد به حافظ,حافظ,295
غزل,20,1,از یمن دعای شب و ورد سحری بود,حافظ,295
غزل,1,0,مسلمانان مرا وقتی دلی بود,حافظ,296
غزل,2,1,که با وی گفتمی گر مشکلی بود,حافظ,296
غزل,3,0,به گردابی چو می‌افتادم از غم,حافظ,296
غزل,4,1,به تدبیرش امید ساحلی بود,حافظ,296
غزل,5,0,دلی همدرد و یاری مصلحت بین,حافظ,296
غزل,6,1,که استظهار هر اهل دلی بود,حافظ,296
غزل,7,0,ز من ضایع شد اندر کوی جانان,حافظ,296
غزل,8,1,چه دامنگیر یا رب منزلی بود,حافظ,296
غزل,9,0,هنر بی‌عیب حرمان نیست لیکن,حافظ,296
غزل,10,1,ز من محروم‌تر کی سائلی بود,حافظ,296
غزل,11,0,بر این جان پریشان رحمت آرید,حافظ,296
غزل,12,1,که وقتی کاردانی کاملی بود,حافظ,296
غزل,13,0,مرا تا عشق تعلیم سخن کرد,حافظ,296
غزل,14,1,حدیثم نکته هر محفلی بود,حافظ,296
غزل,15,0,مگو دیگر که حافظ نکته‌دان است,حافظ,296
غزل,16,1,که ما دیدیم و محکم جاهلی بود,حافظ,296
غزل,1,0,در ازل هر کو به فیض دولت ارزانی بود,حافظ,297
غزل,2,1,تا ابد جام مرادش همدم جانی بود,حافظ,297
غزل,3,0,من همان ساعت که از می خواستم شد توبه کار,حافظ,297
غزل,4,1,گفتم این شاخ ار دهد باری پشیمانی بود,حافظ,297
غزل,5,0,خود گرفتم کافکنم سجاده چون سوسن به دوش,حافظ,297
غزل,6,1,همچو گل بر خرقه رنگ می مسلمانی بود,حافظ,297
غزل,7,0,بی چراغ جام در خلوت نمی‌یارم نشست,حافظ,297
غزل,8,1,زان که کنج اهل دل باید که نورانی بود,حافظ,297
غزل,9,0,همت عالی طلب جام مرصع گو مباش,حافظ,297
غزل,10,1,رند را آب عنب یاقوت رمانی بود,حافظ,297
غزل,11,0,گر چه بی‌سامان نماید کار ما سهلش مبین,حافظ,297
غزل,12,1,کاندر این کشور گدایی رشک سلطانی بود,حافظ,297
غزل,13,0,نیک نامی خواهی ای دل با بدان صحبت مدار,حافظ,297
غزل,14,1,خودپسندی جان من برهان نادانی بود,حافظ,297
غزل,15,0,مجلس انس و بهار و بحث شعر اندر میان,حافظ,297
غزل,16,1,نستدن جام می از جانان گران جانی بود,حافظ,297
غزل,17,0,دی عزیزی گفت حافظ می‌خورد پنهان شراب,حافظ,297
غزل,18,1,ای عزیز من نه عیب آن به که پنهانی بود,حافظ,297
غزل,1,0,از دیده خون دل همه بر روی ما رود,حافظ,299
غزل,2,1,بر روی ما ز دیده چه گویم چه‌ها رود,حافظ,299
غزل,3,0,ما در درون سینه هوایی نهفته‌ایم,حافظ,299
غزل,4,1,بر باد اگر رود دل ما زان هوا رود,حافظ,299
غزل,5,0,خورشید خاوری کند از رشک جامه چاک,حافظ,299
غزل,6,1,گر ماه مهرپرور من در قبا رود,حافظ,299
غزل,7,0,بر خاک راه یار نهادیم روی خویش,حافظ,299
غزل,8,1,بر روی ما رواست اگر آشنا رود,حافظ,299
غزل,9,0,سیل است آب دیده و هر کس که بگذرد,حافظ,299
غزل,10,1,گر خود دلش ز سنگ بود هم ز جا رود,حافظ,299
غزل,11,0,ما را به آب دیده شب و روز ماجراست,حافظ,299
غزل,12,1,زان رهگذر که بر سر کویش چرا رود,حافظ,299
غزل,13,0,حافظ به کوی میکده دایم به صدق دل,حافظ,299
غزل,14,1,چون صوفیان صومعه دار از صفا رود,حافظ,299
غزل,1,0,چو دست بر سر زلفش زنم به تاب رود,حافظ,300
غزل,2,1,ور آشتی طلبم با سر عتاب رود,حافظ,300
غزل,3,0,چو ماه نو ره بیچارگان نظاره,حافظ,300
غزل,4,1,زند به گوشه ابرو و در نقاب رود,حافظ,300
غزل,5,0,شب شراب خرابم کند به بیداری,حافظ,300
غزل,6,1,وگر به روز شکایت کنم به خواب رود,حافظ,300
غزل,7,0,طریق عشق پرآشوب و فتنه است ای دل,حافظ,300
غزل,8,1,بیفتد آن که در این راه با شتاب رود,حافظ,300
غزل,9,0,گدایی در جانان به سلطنت مفروش,حافظ,300
غزل,10,1,کسی ز سایه این در به آفتاب رود,حافظ,300
غزل,11,0,سواد نامه موی سیاه چون طی شد,حافظ,300
غزل,12,1,بیاض کم نشود گر صد انتخاب رود,حافظ,300
غزل,13,0,حباب را چو فتد باد نخوت اندر سر,حافظ,300
غزل,14,1,کلاه داریش اندر سر شراب رود,حافظ,300
غزل,15,0,حجاب راه تویی حافظ از میان برخیز,حافظ,300
غزل,16,1,خوشا کسی که در این راه بی‌حجاب رود,حافظ,300
غزل,1,0,از سر کوی تو هر کو به ملالت برود,حافظ,301
غزل,2,1,نرود کارش و آخر به خجالت برود,حافظ,301
غزل,3,0,کاروانی که بود بدرقه‌اش حفظ خدا,حافظ,301
غزل,4,1,به تجمل بنشیند به جلالت برود,حافظ,301
غزل,5,0,سالک از نور هدایت ببرد راه به دوست,حافظ,301
غزل,6,1,که به جایی نرسد گر به ضلالت برود,حافظ,301
غزل,7,0,کام خود آخر عمر از می و معشوق بگیر,حافظ,301
غزل,8,1,حیف اوقات که یک سر به بطالت برود,حافظ,301
غزل,9,0,ای دلیل دل گمگشته خدا را مددی,حافظ,301
غزل,10,1,که غریب ار نبرد ره به دلالت برود,حافظ,301
غزل,11,0,حکم مستوری و مستی همه بر خاتمت است,حافظ,301
غزل,12,1,کس ندانست که آخر به چه حالت برود,حافظ,301
غزل,13,0,حافظ از چشمه حکمت به کف آور جامی,حافظ,301
غزل,14,1,بو که از لوح دلت نقش جهالت برود,حافظ,301
غزل,1,0,هرگزم نقش تو از لوح دل و جان نرود,حافظ,302
غزل,2,1,هرگز از یاد من آن سرو خرامان نرود,حافظ,302
غزل,3,0,از دماغ من سرگشته خیال دهنت,حافظ,302
غزل,4,1,به جفای فلک و غصه دوران نرود,حافظ,302
غزل,5,0,در ازل بست دلم با سر زلفت پیوند,حافظ,302
غزل,6,1,تا ابد سر نکشد وز سر پیمان نرود,حافظ,302
غزل,7,0,هر چه جز بار غمت بر دل مسکین من است,حافظ,302
غزل,8,1,برود از دل من وز دل من آن نرود,حافظ,302
غزل,9,0,آن چنان مهر توام در دل و جان جای گرفت,حافظ,302
غزل,10,1,که اگر سر برود از دل و از جان نرود,حافظ,302
غزل,11,0,گر رود از پی خوبان دل من معذور است,حافظ,302
غزل,12,1,درد دارد چه کند کز پی درمان نرود,حافظ,302
غزل,13,0,هر که خواهد که چو حافظ نشود سرگردان,حافظ,302
غزل,14,1,دل به خوبان ندهد وز پی ایشان نرود,حافظ,302
غزل,1,0,خوشا دلی که مدام از پی نظر نرود,حافظ,303
غزل,2,1,به هر درش که بخوانند بی‌خبر نرود,حافظ,303
غزل,3,0,طمع در آن لب شیرین نکردنم اولی,حافظ,303
غزل,4,1,ولی چگونه مگس از پی شکر نرود,حافظ,303
غزل,5,0,سواد دیده غمدیده‌ام به اشک مشوی,حافظ,303
غزل,6,1,که نقش خال توام هرگز از نظر نرود,حافظ,303
غزل,7,0,ز من چو باد صبا بوی خود دریغ مدار,حافظ,303
غزل,8,1,چرا که بی سر زلف توام به سر نرود,حافظ,303
غزل,9,0,دلا مباش چنین هرزه گرد و هرجایی,حافظ,303
غزل,10,1,که هیچ کار ز پیشت بدین هنر نرود,حافظ,303
غزل,11,0,مکن به چشم حقارت نگاه در من مست,حافظ,303
غزل,12,1,که آبروی شریعت بدین قدر نرود,حافظ,303
غزل,13,0,من گدا هوس سروقامتی دارم,حافظ,303
غزل,14,1,که دست در کمرش جز به سیم و زر نرود,حافظ,303
غزل,15,0,تو کز مکارم اخلاق عالمی دگری,حافظ,303
غزل,16,1,وفای عهد من از خاطرت به در نرود,حافظ,303
غزل,17,0,سیاه نامه‌تر از خود کسی نمی‌بینم,حافظ,303
غزل,18,1,چگونه چون قلمم دود دل به سر نرود,حافظ,303
غزل,19,0,به تاج هدهدم از ره مبر که باز سفید,حافظ,303
غزل,20,1,چو باشه در پی هر صید مختصر نرود,حافظ,303
غزل,21,0,بیار باده و اول به دست حافظ ده,حافظ,303
غزل,22,1,به شرط آن که ز مجلس سخن به در نرود,حافظ,303
غزل,1,0,ساقی حدیث سرو و گل و لاله می‌رود,حافظ,304
غزل,2,1,وین بحث با ثلاثه غساله می‌رود,حافظ,304
غزل,3,0,می ده که نوعروس چمن حد حسن یافت,حافظ,304
غزل,4,1,کار این زمان ز صنعت دلاله می‌رود,حافظ,304
غزل,5,0,شکرشکن شوند همه طوطیان هند,حافظ,304
غزل,6,1,زین قند پارسی که به بنگاله می‌رود,حافظ,304
غزل,7,0,طی مکان ببین و زمان در سلوک شعر,حافظ,304
غزل,8,1,کاین طفل یک شبه ره یک ساله می‌رود,حافظ,304
غزل,9,0,آن چشم جادوانه عابدفریب بین,حافظ,304
غزل,10,1,کش کاروان سحر ز دنباله می‌رود,حافظ,304
غزل,11,0,از ره مرو به عشوه دنیا که این عجوز,حافظ,304
غزل,12,1,مکاره می‌نشیند و محتاله می‌رود,حافظ,304
غزل,13,0,باد بهار می‌وزد از گلستان شاه,حافظ,304
غزل,14,1,وز ژاله باده در قدح لاله می‌رود,حافظ,304
غزل,15,0,حافظ ز شوق مجلس سلطان غیاث دین,حافظ,304
غزل,16,1,غافل مشو که کار تو از ناله می‌رود,حافظ,304
غزل,1,0,ترسم که اشک در غم ما پرده‌در شود,حافظ,305
غزل,2,1,وین راز سر به مهر به عالم سمر شود,حافظ,305
غزل,3,0,گویند سنگ لعل شود در مقام صبر,حافظ,305
غزل,4,1,آری شود ولیک به خون جگر شود,حافظ,305
غزل,5,0,خواهم شدن به میکده گریان و دادخواه,حافظ,305
غزل,6,1,کز دست غم خلاص من آن جا مگر شود,حافظ,305
غزل,7,0,از هر کرانه تیر دعا کرده‌ام روان,حافظ,305
غزل,8,1,باشد کز آن میانه یکی کارگر شود,حافظ,305
غزل,9,0,ای جان حدیث ما بر دلدار بازگو,حافظ,305
غزل,10,1,لیکن چنان مگو که صبا را خبر شود,حافظ,305
غزل,11,0,از کیمیای مهر تو زر گشت روی من,حافظ,305
غزل,12,1,آری به یمن لطف شما خاک زر شود,حافظ,305
غزل,13,0,در تنگنای حیرتم از نخوت رقیب,حافظ,305
غزل,14,1,یا رب مباد آن که گدا معتبر شود,حافظ,305
غزل,15,0,بس نکته غیر حسن بباید که تا کسی,حافظ,305
غزل,16,1,مقبول طبع مردم صاحب نظر شود,حافظ,305
غزل,17,0,این سرکشی که کنگره کاخ وصل راست,حافظ,305
غزل,18,1,سرها بر آستانه او خاک در شود,حافظ,305
غزل,19,0,حافظ چو نافه سر زلفش به دست توست,حافظ,305
غزل,20,1,دم درکش ار نه باد صبا را خبر شود,حافظ,305
غزل,1,0,گر چه بر واعظ شهر این سخن آسان نشود,حافظ,306
غزل,2,1,تا ریا ورزد و سالوس مسلمان نشود,حافظ,306
غزل,3,0,رندی آموز و کرم کن که نه چندان هنر است,حافظ,306
غزل,4,1,حیوانی که ننوشد می و انسان نشود,حافظ,306
غزل,5,0,گوهر پاک بباید که شود قابل فیض,حافظ,306
